PID,FearRatingAudio,ExpFearConvert,UniqueEvent,AvgHR,HRzScore,Description,Emotions,CodedEmotions,EmotionTypeLimited,EmotionType,EmoTypeCodedNegative,EmotionExtent,RegulationExtent,FearType,FearType
1348,1,1,268,101.59,0.650978115,"One of the props in the infirmary was this guy laying on a hospital cot, and his stomach was just torn way open. And there was like a face inside of his stomach, and every couple seconds it would pop out and go like ""ahhhh"" to whoever was walking past. It almost did it to me, but it didn't. I got to see it twice though, so that was cool. Very gnarly.",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1348,2,2.5,269,104.34,0.925978921,"There was a room with literal bodies hanging from the ceiling. I mean, fake bodies, but they looked real. I definitely just made a bee line through to the end of that one. I don't know what level of commitment the actors had to this thing, but I definitely wasn't gonna wait for one of those ""fake bodies"" to suddenly become not fake and grab me or something.",Alert/Attentive,2,Positive,Positive,,7,1,,
1348,2,2.5,269,104.34,0.925978921,"There was a room with literal bodies hanging from the ceiling. I mean, fake bodies, but they looked real. I definitely just made a bee line through to the end of that one. I don't know what level of commitment the actors had to this thing, but I definitely wasn't gonna wait for one of those ""fake bodies"" to suddenly become not fake and grab me or something.",Shocked/Surprised,11,Negative,Negative,Negative,4,2,,
1348,2,2.5,269,104.34,0.925978921,"There was a room with literal bodies hanging from the ceiling. I mean, fake bodies, but they looked real. I definitely just made a bee line through to the end of that one. I don't know what level of commitment the actors had to this thing, but I definitely wasn't gonna wait for one of those ""fake bodies"" to suddenly become not fake and grab me or something.",Fearful/Afraid*,13,,Negative,Negative,4,3,,0
1341,2,2.5,270,76.13,0.066617142,Pushing into and then out through what can only be thought of as a birthing chamber.,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1341,2,2.5,270,76.13,0.066617142,Pushing into and then out through what can only be thought of as a birthing chamber.,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1341,4,5.5,271,79.84,0.60847891,A long hallway filled with lasers pointing in all different directions that you had to dodge under and around to avoid breaking them. And just to try and scare you as you focused on the lasers. Ended at the end of the hallway.,Fearful/Afraid,5,Negative,Negative,Negative,4,1,,1
1341,3,4,272,75.14,-0.077976699,"A section that started with putting on 3D glasses and took you through a few rooms with bright paint and things that moved with paint to look 3D. This section also had people that would not move until you got close and then try and jump out and scare you, and ended with the section taking off the glasses.",Excited/Enthused,3,Positive,Positive,Positive,6,1,,
1341,3,4,272,75.14,-0.077976699,"A section that started with putting on 3D glasses and took you through a few rooms with bright paint and things that moved with paint to look 3D. This section also had people that would not move until you got close and then try and jump out and scare you, and ended with the section taking off the glasses.",Fearful/Afraid*,13,,Negative,Negative,2,2,,0
1341,4,5.5,273,78.75,0.44927963,"An open chamber room that was very dark as you walked into it, and people inside completely dressed in black, some on stilts, some hidden at the edges where they would startle you just because you couldn't see them and they would run at you until you left the room at the other side.",Tense,12,Negative,Negative,Negative,7,4,,
1341,4,5.5,273,78.75,0.44927963,"An open chamber room that was very dark as you walked into it, and people inside completely dressed in black, some on stilts, some hidden at the edges where they would startle you just because you couldn't see them and they would run at you until you left the room at the other side.",Fearful/Afraid*,13,,Negative,Negative,6,4,,0
1341,2,2.5,274,75.61,-0.009331138,"One part of one of the sections where you would hear a chainsaw start and you couldn't necessarily see the person coming, because you were sort of in a maze so he could sneak around corners that you couldn't and he would come up behind you or in front of you and then sneak off.",Alert/Attentive,2,Positive,Positive,,7,3,,
1341,2,2.5,274,75.61,-0.009331138,"One part of one of the sections where you would hear a chainsaw start and you couldn't necessarily see the person coming, because you were sort of in a maze so he could sneak around corners that you couldn't and he would come up behind you or in front of you and then sneak off.",Fearful/Afraid*,13,,Negative,Negative,5,1,,0
1341,,,275,74.77,-0.132016822,At the very beginning where the nurse woman as you were waiting in line when she would ask each person if they wanted blood,Excited/Enthused,3,Positive,Positive,Positive,5,1,,
1341,,,275,74.77,-0.132016822,At the very beginning where the nurse woman as you were waiting in line when she would ask each person if they wanted blood,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1341,4,5.5,276,79.84,0.60847891,"This was really a whole section I believe, but the part I'm referring to was a section in a long hallway, I think after the laser light area, where this military general would follow you and ask you if you tripped his lasers and caused the issue.",Irritable/Annoyed,7,Negative,Negative,Negative,3,3,,
1341,4,5.5,276,79.84,0.60847891,"This was really a whole section I believe, but the part I'm referring to was a section in a long hallway, I think after the laser light area, where this military general would follow you and ask you if you tripped his lasers and caused the issue.",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1341,2,2.5,277,75.38,-0.042923647,The part in the infirmary section I think when you walked into a small room with a dentists chair and the lady would ask you to sit down so she could take your teeth.,Amused/Interested,1,Positive,Positive,Positive,4,1,,
1341,2,2.5,277,75.38,-0.042923647,The part in the infirmary section I think when you walked into a small room with a dentists chair and the lady would ask you to sit down so she could take your teeth.,Fearful/Afraid*,13,,Negative,Negative,3,3,,0
1345,3.5,4.75,278,141.71,2.071976265,"The beginning of Lock Down, which I had to lead. It started out with us having to make it through an old dark school bus with a bunch of dummies in the seats. I was really scared by this because I know at LEAST one of those dummies had to be a real person so i just sprinted from the front to the back. I heard from outside the bus the girl in the experiment behind me scream so one of the actors must've gotten her.",Alert/Attentive,2,Positive,Positive,,5,4,,
1345,3.5,4.75,278,141.71,2.071976265,"The beginning of Lock Down, which I had to lead. It started out with us having to make it through an old dark school bus with a bunch of dummies in the seats. I was really scared by this because I know at LEAST one of those dummies had to be a real person so i just sprinted from the front to the back. I heard from outside the bus the girl in the experiment behind me scream so one of the actors must've gotten her.",Nervous/Jittery,8,Negative,Negative,Negative,6,5,,
1345,3.5,4.75,278,141.71,2.071976265,"The beginning of Lock Down, which I had to lead. It started out with us having to make it through an old dark school bus with a bunch of dummies in the seats. I was really scared by this because I know at LEAST one of those dummies had to be a real person so i just sprinted from the front to the back. I heard from outside the bus the girl in the experiment behind me scream so one of the actors must've gotten her.",Overwhelmed,9,Negative,Negative,Negative,4,5,,
1345,3.5,4.75,278,141.71,2.071976265,"The beginning of Lock Down, which I had to lead. It started out with us having to make it through an old dark school bus with a bunch of dummies in the seats. I was really scared by this because I know at LEAST one of those dummies had to be a real person so i just sprinted from the front to the back. I heard from outside the bus the girl in the experiment behind me scream so one of the actors must've gotten her.",Tense,12,Negative,Negative,Negative,5,5,,
1345,3.5,4.75,278,141.71,2.071976265,"The beginning of Lock Down, which I had to lead. It started out with us having to make it through an old dark school bus with a bunch of dummies in the seats. I was really scared by this because I know at LEAST one of those dummies had to be a real person so i just sprinted from the front to the back. I heard from outside the bus the girl in the experiment behind me scream so one of the actors must've gotten her.",Fearful/Afraid*,13,,Negative,Negative,6,5,,0
1345,3.5,4.75,279,141.71,2.071976265,Another part of Lock Down in which we were walking through this round room filled hip deep with fog and lasers. Some people were hiding under the fog waiting to jump out at us. There was also someone on stilts with a light up mask that occasionally would swipe at us. This room was honestly more chill than scary.  ,Amused/Interested,1,Positive,Positive,Positive,7,4,,
1345,3.5,4.75,279,141.71,2.071976265,Another part of Lock Down in which we were walking through this round room filled hip deep with fog and lasers. Some people were hiding under the fog waiting to jump out at us. There was also someone on stilts with a light up mask that occasionally would swipe at us. This room was honestly more chill than scary.  ,Excited/Enthused,3,Positive,Positive,Positive,6,3,,
1345,3.5,4.75,279,141.71,2.071976265,Another part of Lock Down in which we were walking through this round room filled hip deep with fog and lasers. Some people were hiding under the fog waiting to jump out at us. There was also someone on stilts with a light up mask that occasionally would swipe at us. This room was honestly more chill than scary.  ,Shocked/Surprised,11,Negative,Negative,Negative,5,2,,
1345,3.5,4.75,279,141.71,2.071976265,Another part of Lock Down in which we were walking through this round room filled hip deep with fog and lasers. Some people were hiding under the fog waiting to jump out at us. There was also someone on stilts with a light up mask that occasionally would swipe at us. This room was honestly more chill than scary.  ,Fearful/Afraid*,13,,Negative,Negative,2,3,,0
1345,3.5,4.75,280,123.59,1.261745549,"One of the last sections of Lock Down involved making our way through a bunch of lasers and anytime someone tripped the laser someone would could out to scare them. I found this interesting because this seemed to be the only section where the ""participant"" had any sense of control over the environment. I tried very hard to dodge around the lasers, but the two men in front of me didn't really care",Alert/Attentive,2,Positive,Positive,,6,2,,
1345,3.5,4.75,280,123.59,1.261745549,"One of the last sections of Lock Down involved making our way through a bunch of lasers and anytime someone tripped the laser someone would could out to scare them. I found this interesting because this seemed to be the only section where the ""participant"" had any sense of control over the environment. I tried very hard to dodge around the lasers, but the two men in front of me didn't really care",Amused/Interested,1,Positive,Positive,Positive,5,3,,
1345,3.5,4.75,280,123.59,1.261745549,"One of the last sections of Lock Down involved making our way through a bunch of lasers and anytime someone tripped the laser someone would could out to scare them. I found this interesting because this seemed to be the only section where the ""participant"" had any sense of control over the environment. I tried very hard to dodge around the lasers, but the two men in front of me didn't really care",Excited/Enthused,3,Positive,Positive,Positive,6,2,,
1345,3.5,4.75,280,123.59,1.261745549,"One of the last sections of Lock Down involved making our way through a bunch of lasers and anytime someone tripped the laser someone would could out to scare them. I found this interesting because this seemed to be the only section where the ""participant"" had any sense of control over the environment. I tried very hard to dodge around the lasers, but the two men in front of me didn't really care",Fearful/Afraid*,13,,Negative,Negative,4,3,,0
1345,1,1,281,107.96,0.562854485,"In the last hallway in the Machine Zone, a bunch of cloaked figures surrounded us, not maliciously, but vaguely menacing nonetheless. The room was also pumped with fog and strobe lights, making the twirly movements of their cloaks look really cool. I think they were supposed to be ""cultists"" to their ""Machine God"" or something.",Alert/Attentive,2,Positive,Positive,,5,3,,
1345,1,1,281,107.96,0.562854485,"In the last hallway in the Machine Zone, a bunch of cloaked figures surrounded us, not maliciously, but vaguely menacing nonetheless. The room was also pumped with fog and strobe lights, making the twirly movements of their cloaks look really cool. I think they were supposed to be ""cultists"" to their ""Machine God"" or something.",Amused/Interested,1,Positive,Positive,Positive,4,3,,
1345,1,1,281,107.96,0.562854485,"In the last hallway in the Machine Zone, a bunch of cloaked figures surrounded us, not maliciously, but vaguely menacing nonetheless. The room was also pumped with fog and strobe lights, making the twirly movements of their cloaks look really cool. I think they were supposed to be ""cultists"" to their ""Machine God"" or something.",Other-confused,15,Negative,Negative,,6,5,,
1345,1,1,281,107.96,0.562854485,"In the last hallway in the Machine Zone, a bunch of cloaked figures surrounded us, not maliciously, but vaguely menacing nonetheless. The room was also pumped with fog and strobe lights, making the twirly movements of their cloaks look really cool. I think they were supposed to be ""cultists"" to their ""Machine God"" or something.",Fearful/Afraid*,13,,Negative,Negative,2,4,,0
1345,1,1,282,107.45,0.540049978,"In the Blood Yard, towards the end, I saw a man with a chainsaw go through a small gate and I made sure to look out for him because sure enough, he came charging through the group with his chainsaw from behind us. He made one more second lap around our group, this time getting his chainsaw as close to my right leg as possible without touching me. I could still feel the heat and smell the gas from it though.",Alert/Attentive,2,Positive,Positive,,7,4,,
1345,1,1,282,107.45,0.540049978,"In the Blood Yard, towards the end, I saw a man with a chainsaw go through a small gate and I made sure to look out for him because sure enough, he came charging through the group with his chainsaw from behind us. He made one more second lap around our group, this time getting his chainsaw as close to my right leg as possible without touching me. I could still feel the heat and smell the gas from it though.",Irritable/Annoyed,7,Negative,Negative,Negative,4,2,,
1345,1,1,282,107.45,0.540049978,"In the Blood Yard, towards the end, I saw a man with a chainsaw go through a small gate and I made sure to look out for him because sure enough, he came charging through the group with his chainsaw from behind us. He made one more second lap around our group, this time getting his chainsaw as close to my right leg as possible without touching me. I could still feel the heat and smell the gas from it though.",Fearful/Afraid*,13,,Negative,Negative,4,5,,0
1345,1,1,283,114.55,0.857524486,"Literally the next room after the Blood Bag guy was this dentist lady who kept saying she anted our teeth and then she shot some air right at my mouth, which I really didn't like. But I could appreciate the acting.",Nervous/Jittery,8,Negative,Negative,Negative,5,3,,
1345,1,1,283,114.55,0.857524486,"Literally the next room after the Blood Bag guy was this dentist lady who kept saying she anted our teeth and then she shot some air right at my mouth, which I really didn't like. But I could appreciate the acting.",Disgusted/Grossed Out,4,Negative,Negative,Negative,4,3,,
1345,1,1,283,114.55,0.857524486,"Literally the next room after the Blood Bag guy was this dentist lady who kept saying she anted our teeth and then she shot some air right at my mouth, which I really didn't like. But I could appreciate the acting.",Tense,12,Negative,Negative,Negative,6,5,,
1345,1,1,283,114.55,0.857524486,"Literally the next room after the Blood Bag guy was this dentist lady who kept saying she anted our teeth and then she shot some air right at my mouth, which I really didn't like. But I could appreciate the acting.",Fearful/Afraid,5,Negative,Negative,Negative,6,4,,1
1345,1,1,284,119.93,1.098089676,"The entire Quarantine 4D section was very cool, especially in the beginning when we were getting used to the effect of the glasses. The dizzy tunnel was probably my favorite part of that. Not really sure what the Clowns there had to do with being quarantined though.",Alert/Attentive,2,Positive,Positive,,6,1,,
1345,1,1,284,119.93,1.098089676,"The entire Quarantine 4D section was very cool, especially in the beginning when we were getting used to the effect of the glasses. The dizzy tunnel was probably my favorite part of that. Not really sure what the Clowns there had to do with being quarantined though.",Nervous/Jittery,8,Negative,Negative,Negative,6,4,,
1345,1,1,284,119.93,1.098089676,"The entire Quarantine 4D section was very cool, especially in the beginning when we were getting used to the effect of the glasses. The dizzy tunnel was probably my favorite part of that. Not really sure what the Clowns there had to do with being quarantined though.",Overwhelmed,9,Negative,Negative,Negative,5,4,,
1345,1,1,284,119.93,1.098089676,"The entire Quarantine 4D section was very cool, especially in the beginning when we were getting used to the effect of the glasses. The dizzy tunnel was probably my favorite part of that. Not really sure what the Clowns there had to do with being quarantined though.",Fearful/Afraid*,13,,Negative,Negative,6,4,,0
1345,3,4,285,114.97,0.876304668,"In the Breakout section, we had to exit through these inflatable corridors the felt incredibly unsanitary.  ",Alert/Attentive,2,Positive,Positive,,4,3,,
1345,3,4,285,114.97,0.876304668,"In the Breakout section, we had to exit through these inflatable corridors the felt incredibly unsanitary.  ",Amused/Interested,1,Positive,Positive,Positive,4,3,,
1345,3,4,285,114.97,0.876304668,"In the Breakout section, we had to exit through these inflatable corridors the felt incredibly unsanitary.  ",Disgusted/Grossed Out,4,Negative,Negative,Negative,5,3,,
1345,3,4,285,114.97,0.876304668,"In the Breakout section, we had to exit through these inflatable corridors the felt incredibly unsanitary.  ",Other-confused,15,Negative,Negative,,6,4,,
1345,3,4,285,114.97,0.876304668,"In the Breakout section, we had to exit through these inflatable corridors the felt incredibly unsanitary.  ",Fearful/Afraid*,13,,Negative,Negative,3,3,,0
1347,3,4,286,127.11,1.261566538,There was an open space with fog around our legs and not much going on. There were actors wearing all black with neon glowing lights highlighting their costumes. It wasn't super scary - it was kind of cool. I remember one person hiding under the fog trying to scare people while other actors were coming very close to us.,Amused/Interested,1,Positive,Positive,Positive,5,2,,
1347,3,4,286,127.11,1.261566538,There was an open space with fog around our legs and not much going on. There were actors wearing all black with neon glowing lights highlighting their costumes. It wasn't super scary - it was kind of cool. I remember one person hiding under the fog trying to scare people while other actors were coming very close to us.,Nervous/Jittery,8,Negative,Negative,Negative,2,4,,
1347,3,4,286,127.11,1.261566538,There was an open space with fog around our legs and not much going on. There were actors wearing all black with neon glowing lights highlighting their costumes. It wasn't super scary - it was kind of cool. I remember one person hiding under the fog trying to scare people while other actors were coming very close to us.,Fearful/Afraid*,13,,Negative,Negative,2,4,,0
1347,4,5.5,287,113.41,0.43979034,"There was a part where we had to put on 3D glasses and go through a neon ""exhibit."" It was pretty cool since everything popped but I remember holding onto my sleeves because I was worried someone would be blending in. If I remember correctly, there was a fake clown at some point, there was a part that shot air at you (it was super loud) and there was a twisty tunnel.",Amused/Interested,1,Positive,Positive,Positive,5,2,,
1347,4,5.5,287,113.41,0.43979034,"There was a part where we had to put on 3D glasses and go through a neon ""exhibit."" It was pretty cool since everything popped but I remember holding onto my sleeves because I was worried someone would be blending in. If I remember correctly, there was a fake clown at some point, there was a part that shot air at you (it was super loud) and there was a twisty tunnel.",Nervous/Jittery,8,Negative,Negative,Negative,4,3,,
1347,4,5.5,287,113.41,0.43979034,"There was a part where we had to put on 3D glasses and go through a neon ""exhibit."" It was pretty cool since everything popped but I remember holding onto my sleeves because I was worried someone would be blending in. If I remember correctly, there was a fake clown at some point, there was a part that shot air at you (it was super loud) and there was a twisty tunnel.",Tense,12,Negative,Negative,Negative,6,3,,
1347,4,5.5,287,113.41,0.43979034,"There was a part where we had to put on 3D glasses and go through a neon ""exhibit."" It was pretty cool since everything popped but I remember holding onto my sleeves because I was worried someone would be blending in. If I remember correctly, there was a fake clown at some point, there was a part that shot air at you (it was super loud) and there was a twisty tunnel.",Shocked/Surprised,11,Negative,Negative,Negative,4,1,,
1347,4,5.5,287,113.41,0.43979034,"There was a part where we had to put on 3D glasses and go through a neon ""exhibit."" It was pretty cool since everything popped but I remember holding onto my sleeves because I was worried someone would be blending in. If I remember correctly, there was a fake clown at some point, there was a part that shot air at you (it was super loud) and there was a twisty tunnel.",Fearful/Afraid*,13,,Negative,Negative,4,1,,0
1347,3,4,288,127.11,1.261566538,"There was one point toward the beginning of Terror Behind the Walls where there were a lot of twists and turns. I remember after rounding one wall, there was a person in a cage who got out and was going around following the people ahead of me.",Alert/Attentive,2,Positive,Positive,,7,1,,
1347,3,4,288,127.11,1.261566538,"There was one point toward the beginning of Terror Behind the Walls where there were a lot of twists and turns. I remember after rounding one wall, there was a person in a cage who got out and was going around following the people ahead of me.",Nervous/Jittery,8,Negative,Negative,Negative,6,2,,
1347,3,4,288,127.11,1.261566538,"There was one point toward the beginning of Terror Behind the Walls where there were a lot of twists and turns. I remember after rounding one wall, there was a person in a cage who got out and was going around following the people ahead of me.",Tense,12,Negative,Negative,Negative,7,1,,
1347,3,4,288,127.11,1.261566538,"There was one point toward the beginning of Terror Behind the Walls where there were a lot of twists and turns. I remember after rounding one wall, there was a person in a cage who got out and was going around following the people ahead of me.",Fearful/Afraid,5,Negative,Negative,Negative,6,2,,1
1347,3,4,289,127.11,1.261566538,At the very beginning I remember getting on a dark school bus and there were things sitting in almost every seat. I'm pretty sure there were strobe lights on as well to add to the scare. I can't remember if someone made a noise in front of me or if it was behind me.,Alert/Attentive,2,,Positive,,7,1,,
1347,3,4,289,127.11,1.261566538,At the very beginning I remember getting on a dark school bus and there were things sitting in almost every seat. I'm pretty sure there were strobe lights on as well to add to the scare. I can't remember if someone made a noise in front of me or if it was behind me.,Nervous/Jittery,8,Negative,Negative,Negative,6,2,,
1347,3,4,289,127.11,1.261566538,At the very beginning I remember getting on a dark school bus and there were things sitting in almost every seat. I'm pretty sure there were strobe lights on as well to add to the scare. I can't remember if someone made a noise in front of me or if it was behind me.,Tense,12,Negative,Negative,Negative,6,1,,
1347,3,4,289,127.11,1.261566538,At the very beginning I remember getting on a dark school bus and there were things sitting in almost every seat. I'm pretty sure there were strobe lights on as well to add to the scare. I can't remember if someone made a noise in front of me or if it was behind me.,Fearful/Afraid*,13,,Negative,Negative,4,1,,0
1347,3,4,290,130.14,1.44331704,There was another dark hallway with lasers that we weren't supposed to touch or people would come after us. I don't remember touching any and I don't think anyone came toward my group. ,Amused/Interested,1,Positive,Positive,Positive,5,1,,
1347,3,4,290,130.14,1.44331704,There was another dark hallway with lasers that we weren't supposed to touch or people would come after us. I don't remember touching any and I don't think anyone came toward my group. ,Tense,12,Negative,Negative,Negative,4,1,,
1347,3,4,290,130.14,1.44331704,There was another dark hallway with lasers that we weren't supposed to touch or people would come after us. I don't remember touching any and I don't think anyone came toward my group. ,Fearful/Afraid*,13,,Negative,Negative,4,1,,0
1347,3,4,291,118.49,0.744507354,My least favorite part was with the cushions that went against your whole body and face. I can't remember anything except that it was extremely dark and I almost felt claustrophobic.,Upset/Distressed,14,Negative,Negative,Negative,5,2,,
1347,3,4,291,118.49,0.744507354,My least favorite part was with the cushions that went against your whole body and face. I can't remember anything except that it was extremely dark and I almost felt claustrophobic.,Overwhelmed,9,Negative,Negative,Negative,6,3,,
1347,3,4,291,118.49,0.744507354,My least favorite part was with the cushions that went against your whole body and face. I can't remember anything except that it was extremely dark and I almost felt claustrophobic.,Panicked,10,Negative,Negative,Negative,5,3,,
1347,3,4,291,118.49,0.744507354,My least favorite part was with the cushions that went against your whole body and face. I can't remember anything except that it was extremely dark and I almost felt claustrophobic.,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1349,4,5.5,292,,,There was an area with inflated walls so it was like a small tunnel that was pitch black,Alert/Attentive,2,Positive,Positive,,6,6,,
1349,4,5.5,292,,,There was an area with inflated walls so it was like a small tunnel that was pitch black,Tense,12,Negative,Negative,Negative,5,4,,
1349,4,5.5,292,,,There was an area with inflated walls so it was like a small tunnel that was pitch black,Fearful/Afraid*,13,,Negative,Negative,5,5,,0
1349,3,4,293,93.65,0.007608108,The 4d area had two people in all black that had jumped out to scare us in the first room.,Excited/Enthused,3,Positive,Positive,Positive,6,4,,
1349,3,4,293,93.65,0.007608108,The 4d area had two people in all black that had jumped out to scare us in the first room.,Shocked/Surprised,11,Negative,Negative,Negative,6,4,,
1349,3,4,293,93.65,0.007608108,The 4d area had two people in all black that had jumped out to scare us in the first room.,Fearful/Afraid*,13,,Negative,Negative,5,3,,0
1349,,,294,87.08,-0.781953249,When we received instructions entering the first region someone gave the actress a balloon which led to a fun side discussion.,Alert/Attentive,2,Positive,Positive,,5,1,,
1349,,,294,87.08,-0.781953249,When we received instructions entering the first region someone gave the actress a balloon which led to a fun side discussion.,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1349,,,294,87.08,-0.781953249,When we received instructions entering the first region someone gave the actress a balloon which led to a fun side discussion.,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1349,3,4,295,106.64,1.568704306,At one point there was a room with fog and a green laser circle with people walking around and we stopped a moment to record answers.  A man on stilts approached us who stood out among the rest.,Alert/Attentive,2,Positive,Positive,,4,1,,
1349,3,4,295,106.64,1.568704306,At one point there was a room with fog and a green laser circle with people walking around and we stopped a moment to record answers.  A man on stilts approached us who stood out among the rest.,Tense,12,Negative,Negative,Negative,6,4,,
1349,3,4,295,106.64,1.568704306,At one point there was a room with fog and a green laser circle with people walking around and we stopped a moment to record answers.  A man on stilts approached us who stood out among the rest.,Shocked/Surprised,11,Negative,Negative,Negative,5,4,,
1349,3,4,295,106.64,1.568704306,At one point there was a room with fog and a green laser circle with people walking around and we stopped a moment to record answers.  A man on stilts approached us who stood out among the rest.,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1354,1.5,1.75,296,89.74,0.672906227,"lines, actors as chemists experimenting on people with red glowsticks, school bus walkthrough with strobes, mannequins, actors. exiting through rear bus door.",Alert/Attentive,2,Positive,Positive,,5,4,,
1354,1.5,1.75,296,89.74,0.672906227,"lines, actors as chemists experimenting on people with red glowsticks, school bus walkthrough with strobes, mannequins, actors. exiting through rear bus door.",Amused/Interested,1,Positive,Positive,Positive,5,1,,
1354,1.5,1.75,296,89.74,0.672906227,"lines, actors as chemists experimenting on people with red glowsticks, school bus walkthrough with strobes, mannequins, actors. exiting through rear bus door.",Excited/Enthused,3,Positive,Positive,Positive,4,3,,
1354,1.5,1.75,296,89.74,0.672906227,"lines, actors as chemists experimenting on people with red glowsticks, school bus walkthrough with strobes, mannequins, actors. exiting through rear bus door.",Tense,12,Negative,Negative,Negative,4,2,,
1354,1.5,1.75,296,89.74,0.672906227,"lines, actors as chemists experimenting on people with red glowsticks, school bus walkthrough with strobes, mannequins, actors. exiting through rear bus door.",Fearful/Afraid*,13,,Negative,Negative,4,4,,0
1354,2,2.5,297,85.21,0.053938383,"loud noises, control panels. we were walking along experiencing many different things alongside the path, and some people got pulled in to participate in the mayhem. someone with a gate above us repeatedly slammed it down as we walked under. ",Amused/Interested,1,Positive,Positive,Positive,5,1,,
1354,2,2.5,297,85.21,0.053938383,"loud noises, control panels. we were walking along experiencing many different things alongside the path, and some people got pulled in to participate in the mayhem. someone with a gate above us repeatedly slammed it down as we walked under. ",Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1354,3,4,298,84.16,-0.089530985,"blood. lots of it.
we again were on a path with many things happening on the sides. there were mutilated body parts, animated mannequins that came alive and screamed, hearts beating out of dead bodies, and a fountain of some sort that appeared to be a sacrificial thing.",Amused/Interested,1,Positive,Positive,Positive,4,1,,
1354,3,4,298,84.16,-0.089530985,"blood. lots of it.
we again were on a path with many things happening on the sides. there were mutilated body parts, animated mannequins that came alive and screamed, hearts beating out of dead bodies, and a fountain of some sort that appeared to be a sacrificial thing.",Disgusted/Grossed Out,4,Negative,Negative,Negative,5,3,,
1354,3,4,298,84.16,-0.089530985,"blood. lots of it.
we again were on a path with many things happening on the sides. there were mutilated body parts, animated mannequins that came alive and screamed, hearts beating out of dead bodies, and a fountain of some sort that appeared to be a sacrificial thing.",Fearful/Afraid*,13,,Negative,Negative,3,2,,0
1354,3,4,299,85.83,0.138653629,"trippy af!
we put 3d glasses on at the beginning and followed a walkway surrounded by paint in psychadelic colors. mostly paint on the walls and props covered in bright neon, but some actors (clowns etc) with costumes made of the same color palette. towards the end, there was a walkway like walking through a cement mixer - the whole thing was spinning and we were thrown off balance. then you gave your glasses back at the end.",Alert/Attentive,2,Positive,Positive,,5,1,,
1354,3,4,299,85.83,0.138653629,"trippy af!
we put 3d glasses on at the beginning and followed a walkway surrounded by paint in psychadelic colors. mostly paint on the walls and props covered in bright neon, but some actors (clowns etc) with costumes made of the same color palette. towards the end, there was a walkway like walking through a cement mixer - the whole thing was spinning and we were thrown off balance. then you gave your glasses back at the end.",Excited/Enthused,3,Positive,Positive,Positive,5,1,,
1354,3,4,299,85.83,0.138653629,"trippy af!
we put 3d glasses on at the beginning and followed a walkway surrounded by paint in psychadelic colors. mostly paint on the walls and props covered in bright neon, but some actors (clowns etc) with costumes made of the same color palette. towards the end, there was a walkway like walking through a cement mixer - the whole thing was spinning and we were thrown off balance. then you gave your glasses back at the end.",Shocked/Surprised,11,Negative,Negative,Negative,4,4,,
1354,3,4,299,85.83,0.138653629,"trippy af!
we put 3d glasses on at the beginning and followed a walkway surrounded by paint in psychadelic colors. mostly paint on the walls and props covered in bright neon, but some actors (clowns etc) with costumes made of the same color palette. towards the end, there was a walkway like walking through a cement mixer - the whole thing was spinning and we were thrown off balance. then you gave your glasses back at the end.",Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1354,2,2.5,300,,,"break out - this was a bit of everything (minus 4d) but just with no lights. the strobes were going and so you couldn't see much except for the occasional flash, and you had to trust that you were in the right place. twisting path, actors and dummies coming out from nooks and crannies to surprise you, machetes that would stop a foot away from slicing your throat...",Alert/Attentive,2,Positive,Positive,,4,1,,
1354,2,2.5,300,,,"break out - this was a bit of everything (minus 4d) but just with no lights. the strobes were going and so you couldn't see much except for the occasional flash, and you had to trust that you were in the right place. twisting path, actors and dummies coming out from nooks and crannies to surprise you, machetes that would stop a foot away from slicing your throat...",Amused/Interested,1,Positive,Positive,Positive,3,1,,
1354,2,2.5,300,,,"break out - this was a bit of everything (minus 4d) but just with no lights. the strobes were going and so you couldn't see much except for the occasional flash, and you had to trust that you were in the right place. twisting path, actors and dummies coming out from nooks and crannies to surprise you, machetes that would stop a foot away from slicing your throat...",Fearful/Afraid*,13,,Negative,Negative,2,2,,0
1357,3,4,306,104.63,0.748239418,walked into a large opening in the prison where fog was about waist high and lasers were shining through it. We touched the fog because it looked so much like green water. There were actors on stilts that tried to scare us.,Alert/Attentive,2,Positive,Positive,,6,1,,
1357,3,4,306,104.63,0.748239418,walked into a large opening in the prison where fog was about waist high and lasers were shining through it. We touched the fog because it looked so much like green water. There were actors on stilts that tried to scare us.,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1357,3,4,306,104.63,0.748239418,walked into a large opening in the prison where fog was about waist high and lasers were shining through it. We touched the fog because it looked so much like green water. There were actors on stilts that tried to scare us.,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
